user_id,salary
DCastillo,90959
AStrong,216710
ECook,181392
CTorres,167875
SWilliams,186154
MTownsend,201623
TKim,178647
MReyes,115327
TValenzuela,82636
KGreen,173316
JMacias,200797
HPrice,84225
EWalters,71379
CMunoz,94723
TMason,70762
AUnderwood,234286
TPerez,172759
JHopkins,81947
CDickson,144431
JBrooks,143000
JKirk,90521
JJones,195010
CMay,75359
CBennett,220491
RCalhoun,244339
APetersen,179111
SRodriguez,231274
GFrazier,139843
KCruz,196082
BCunningham,117773
TAvila,217857
JLewis,224283
CNelson,68946
GLi,166962
FPalmer,81018
MPadilla,205115
GLopez,185631
LMclaughlin,221315
JRobinson,180384
AEspinoza,146105
DPowell,181762
NJohnson,194739
KSmith,78115
DWebster,132305
MSchneider,228991
JLiu,241027
DMcbride,214402
HMccann,208090
JEllison,229617
LMyers,106467
WHall,140582
DMueller,127359
AVincent,186438
LWright,233815
RDavies,240496
SLogan,79420
GMiller,84421
PCastro,101864
MJackson,202297
JHall,146844
DVaughn,181834
ACastillo,109139
AGordon,123322
RRasmussen,66686
MPeterson,231246
MGentry,78298
SWelch,235458
APayne,236460
SMoore,162605
JMiller,138542
JMason,87224
JHunter,243685
JSmith,93497
AWilliams,222817
JCameron,168671
NMejia,183340
TBrown,109239
BLittle,156035
CLane,162864
CWoods,226063
DMartinez,243357
CSmith,174429
MMalone,233549
ECarter,214051
DAllen,208062
BDominguez,72446
LHernandez,134883
TLambert,164257
ABryan,91672
DTrevino,137022
BJennings,213538
SFigueroa,249347
JCarroll,224322
MEvans,232777
RHernandez,152124
GWatts,200608
BBrown,73694
RSmith,107240
KCollins,174504
DHarvey,90513
SHughes,122400
AJohnson,234064
GPrince,247204
WPerez,242541
BReed,137890
DWilcox,185143
KLewis,107224
ADaugherty,85096
KSerrano,100334
JVargas,168024
BGrant,203157
CWheeler,237309
CVasquez,150301
GMcconnell,138930
WMitchell,139662
YDavis,185891
AChang,246972
IColeman,154381
JBennett,220199
RMeza,237817
TWilliamson,193773
ALarsen,122172
MSchneider,182364
ARandall,126791
LAnderson,106229
MPerez,141147
LFuller,239052
WPhelps,219219
MSmith,246067
AMiddleton,230134
SSilva,203088
MJackson,70463
SRoberts,71836
GBryant,223688
KThomas,117320
CTucker,133542
MCastillo,71418
PSawyer,113725
TWilliams,138659
SGibson,220432
APowell,154470
SRamirez,183017
LMccarthy,171635
FLutz,145541
TBrown,125043
MThompson,98592
CReeves,208034
ELawrence,118865
MCarrillo,120937
JMueller,106969
ARobinson,139185
BDavis,233765
BGarcia,143777
KMayer,215222
TBrock,75549
BKnapp,153668
TDavis,89485
CWilson,106867
HMartin,214225
JJohnson,92160
MNelson,87308
MCampbell,164006
TDean,145178
KTanner,216566
DGarza,236884
NSimmons,134798
NWilson,77885
JStewart,103162
KRocha,98315
KMartin,210973
ABrown,83629
CShaw,203332
KGlenn,214251
JStephens,215491
CBrown,211725
JTurner,170033
LDuncan,78464
TWilliams,72571
TYoder,216359
JGuzman,219057
CWalker,153787
MClark,76565
NYoung,184141
EHarding,139546
BMiller,202345
JReed,189821
ASullivan,65673
ELopez,81705
KNorman,213037
PMitchell,112410
SNicholson,90950
MMartin,81556
MWyatt,188891
DScott,122018
RBrown,201905
AHoffman,134382
TCarr,182434
PParker,163077
CThompson,241749
CSimmons,135421
JMorrison,127275
KWilliams,138064
RKelly,99058
BSantiago,97238
LChristian,213700
TRiley,124037
SFlowers,87343
RDunn,209393
DHenderson,234682
JOchoa,167955
VSmith,192777
HPacheco,116080
KBrady,221207
HBoone,168965
CGaines,121276
BDaugherty,132294
TDavis,189200
DWilliams,93649
EBest,117440
KGardner,110015
IHebert,109480
MMoore,90365
JTaylor,70010
JSanchez,117015
SParrish,222692
JSchroeder,197397
JGomez,129091
BGuerrero,93625
SWilliams,216261
AJohnson,67080
TMurphy,242798
AKelly,76381
DGlass,117123
VTownsend,121676
MPerry,92344
CChang,135988
AThompson,214401
YJohnson,220229
KWhite,108811
SWalton,177968
JJenkins,147857
JEsparza,77864
JGutierrez,94724
JNorris,160025
SMarsh,113134
CRoberts,217093
PLevy,135153
LThomas,111921
MThomas,189371
ALopez,161059
TSilva,248102
ACooper,223580
KKelly,160199
JDurham,129925
TCox,74487
VReynolds,65920
TLong,164921
LBrown,110966
AGlover,170499
JMoore,94367
THarvey,204279
SHuang,87684
CWaters,161866
JRobinson,153873
BDavis,73798
WEdwards,131308
AMiller,68102
BWhite,207655
AReyes,193856
VWilson,94253
SHall,229533
EKennedy,179385
ABlake,135757
JCallahan,194767
CWilliams,90314
DGaines,167525
CWood,134153
BJacobs,246434
TCox,207087
VMartin,219031
RDougherty,143803
CHudson,198630
RGomez,177023
CFranklin,236788
AMartin,79059
NFinley,204725
SVillarreal,141456
RParker,241921
BLopez,80154
TLarson,93095
ABaker,102911
TMiller,181876
JFrank,164789
KCarter,189397
ZHorne,247709
RMurphy,132944
KMiller,178739
LGonzalez,91013
RMoran,121588
KCole,93779
DRivera,120812
TAnderson,71743
AStewart,192000
TBush,113220
LHutchinson,91571
AShaw,161932
GDavis,139716
DSnow,130437
TGibson,182088
LHunt,235732
EJames,206715
AMccoy,235898
ESchultz,123976
AWilliams,188573
SMartin,188364
KVillanueva,153777
KValdez,88652
PHartman,242742
CSherman,202825
KWebb,146350
LCampbell,213301
ADavis,98777
KJones,220263
TFox,101584
AKlein,98436
LRobertson,210406
PZavala,118793
HKelly,66612
KJordan,135734
KDavis,208237
KSchultz,217504
LBurke,205989
CDonaldson,171685
SCallahan,170869
KPatterson,101932
DMann,161136
AJoyce,154006
SGreen,166809
JNewton,100091
ARobinson,205335
JMcintyre,211257
PBradley,208608
VWilliams,116740
MGarcia,131679
JBarber,125256
WRiggs,145866
JDaniels,248758
PJackson,122533
JRocha,121352
SHerrera,156684
JAdams,72611
BCalderon,247032
NJohnston,215128
SBullock,113406
MLarson,204277
SSherman,102176
TClements,149275
CLittle,112182
EAustin,161490
TWilson,83632
TMolina,107214
CHendrix,84218
AFloyd,81617
MWillis,121722
TKnight,189003
TBerg,191537
CWhite,104595
TSimmons,107874
LSmith,88911
TParker,249532
KHopkins,201730
PGraham,186321
CFlynn,236853
RWilcox,203955
CAustin,216637
JBartlett,146045
TBrooks,197277
CMontes,135617
JLi,105674
CCowan,156154
KFrost,104120
SArmstrong,136625
JChavez,66243
KSanchez,90978
WHarris,160345
JGriffin,77196
TAnderson,217721
PJackson,76737
JOneal,106151
JPatton,200918
LFrank,192658
TMiller,126502
BLeon,98271
TCuevas,124538
CRoberts,111358
KHanson,73292
MNewton,67779
SMiller,222702
JJohnson,225433
DHuff,212165
TSoto,119923
JAllen,173066
LGarner,66023
KEvans,79593
DBrewer,173108
DAnthony,225930
LBowen,233905
LKim,163423
MOliver,220057
RBell,109134
EDurham,65569
JFlores,161207
KFisher,203849
JBennett,243159
DLeon,124354
SPorter,245755
EBrown,84243
TGallegos,195007
SBennett,133510
NSchneider,165532
ADavis,144336
CHamilton,175933
DBishop,178331
JColeman,109393
CMorrow,132736
WLee,86983
VMoody,225469
GRichmond,228239
DLyons,116720
JBrooks,109995
KDavis,137148
AHernandez,76553
SWright,229007
ALarson,93798
KWatson,159324
SBrady,188730
JDavis,210688
RSutton,218647
MMartinez,130109
DHardin,77467
ABrown,70597
CHarris,128232
DJackson,184545
SRivas,142707
MDavis,236941
KGarcia,83739
RMcdaniel,237602
JRodriguez,183808
SRodgers,117300
JMartinez,143507
DOneal,80491
BPalmer,131707
JChambers,97197
AHicks,237885
MBryant,241299
PRichards,220611
RAdams,141634
ALe,181851
ADudley,236609
PBrooks,109330
BMayo,94152
JRandolph,154090
JEvans,65807
CSimmons,230803
RCarpenter,92560
BCollins,195858
CBlack,191978
LBrown,194568
CWood,194622
JJohnson,161361
SJohnson,92282
MColeman,132926
DEllis,90509
TJenkins,134764
RCarlson,237260
CGibson,170116
SCrawford,224899
DGarcia,249974
MMiranda,203864
TJohnson,133190
JRoberts,137056
SJohnson,90532
JWilliams,132964
AWilson,83644
HHill,101219
RMartin,220923
DPatel,230133
JClark,225406
AMartin,111672
CPhillips,125397
JBoyle,123157
LJohnson,190013
HDavis,157778
BWeber,66377
RMarshall,127223
JLee,83573
TRivera,65807
DCummings,211204
AMcgee,104460
MRose,158955
CBradley,161594
KRamirez,146514
NGray,226914
ADennis,73137
AClark,155452
DMcmahon,232483
RPhillips,68811
RMckee,73100
MTurner,95603
DMartin,99145
KFuller,219597
BMathis,223126
CJones,205874
TMontgomery,111771
CRussell,146326
SDavis,230127
HJohnson,113563
PRoss,120647
SRoss,114553
SOconnell,238632
JJohnson,82752
JWilson,221741
JMoran,141852
MPerez,148839
KNunez,163402
JRobles,125118
MWeaver,169716
KGould,210679
RRodgers,163139
SMyers,149059
JBrown,148062
JBarrera,75603
JBenson,69005
HJames,68119
WSchultz,165034
FReed,241843
SDiaz,74033
TMann,113384
HBuckley,195197
KBlake,126041
TShields,167407
HCruz,196209
DRichards,186183
BWalker,249397
NRoth,81069
NFrederick,216689
DFields,248727
KPayne,207753
DChavez,86374
TSutton,193454
AMartinez,216237
DGarcia,91463
MLucas,151399
MReed,77556
JCurtis,198522
AMccarty,215125
TPerry,144982
MMarquez,198454
AHernandez,100422
JCastaneda,74870
FWhite,197550
CMartin,69341
AGarcia,214573
KMiranda,129883
NLawson,167815
ISimon,101031
SKing,197343
TPerez,74019
ESmith,159151
CHart,155360
BFarley,101518
DCisneros,212517
MThomas,120621
SCollins,124174
MWilliams,130600
JHunter,106772
DPerry,219989
WGamble,153091
JWilkerson,146325
JBrowning,172820
JRichardson,244741
KAndersen,176232
KRivera,168880
ARiley,122505
DDavis,166064
ACarter,169737
KCabrera,231025
ZCarlson,83566
BMay,155052
LRivers,89303
BClark,125449
EMoody,113315
LSmith,88225
KSchwartz,69571
BBowers,202947
DMason,223617
KWallace,243701
BSpencer,246095
DSmith,220152
CSmith,167661
LThomas,227350
JThompson,147100
DKent,239350
JSmith,180161
DThompson,197649
CLawrence,204653
WLyons,201870
MSmith,167912
RBrown,89761
RReeves,153040
JWilliams,223025
PGonzalez,158198
NPerry,181356
SMacias,172704
CMyers,219856
KSmith,97074
APerry,121361
GMoore,150738
PGreen,113616
AMaldonado,170638
DPerez,220288
BJohnson,83041
RGentry,237431
MOrtiz,235972
EMartinez,189492
ZFerguson,88699
AGrant,113696
BWood,240509
KCook,203036
SCamacho,143697
BMccormick,75422
ERamirez,197381
BWalker,213744
MTaylor,158232
DParsons,218435
MCox,205725
LPeterson,226171
AReynolds,211502
TMacdonald,72499
TMedina,118732
JDay,143797
SCompton,213349
ZJones,237721
MCohen,117358
KGonzalez,215896
RJohnson,161986
MLogan,160757
FJenkins,246753
MWinters,108298
MHale,152578
SMiller,145810
AWilliams,76869
RWhite,205930
RMaxwell,181987
JMendoza,122139
MDavis,214101
WMarquez,235176
CFord,244557
JSilva,124930
AGeorge,98360
CSmith,125244
SGregory,129133
MPowers,66525
DOsborn,204666
JCaldwell,194045
ACole,154980
ACampbell,202816
JBrowning,115256
DHo,78224
JJohnson,96494
JMoore,232120
SWallace,194354
SWilliams,138111
MMarks,99772
DStevenson,149842
CFrancis,65998
LRosales,192259
JMcdowell,179849
DWu,91220
KLee,108850
VGlass,238753
JLopez,135198
SSolomon,107699
MNguyen,122413
STaylor,220378
DBrown,102187
FKnight,102171
ALang,182801
KJohnson,245853
GRodriguez,249440
SFitzgerald,191273
MWeiss,202796
BRodriguez,95896
JHicks,233412
DPatterson,184488
JShort,215385
CThomas,179035
ECombs,244430
DDavis,91053
SCastro,244538
LHunter,185761
APierce,186766
TWalker,128865
DWebb,96954
BPerez,207404
MHill,246654
KEdwards,106460
DRomero,110739
AWatkins,129001
TThornton,127368
CCooper,71778
ARuiz,84237
KRogers,183661
DBerry,109608
DSilva,90540
MSimmons,107908
CRamos,188343
CHorton,69301
EReyes,200501
NJackson,137856
ERodriguez,129494
MGreer,118707
BWilliams,177163
ADuncan,90711
SKhan,158398
SHatfield,126958
NMeyers,104683
MGreene,75764
KStewart,178396
TBlanchard,138043
MDillon,205196
ACruz,210862
AThomas,104731
AGomez,186730
TMejia,93676
CSerrano,218355
IQuinn,190814
SWong,193455
CTaylor,98897
LPotter,103909
MTate,105956
SOwen,216493
MMendoza,83749
JGonzales,228765
SHerrera,224865
CRobles,108019
PStephens,94062
MKing,164609
YMarquez,212037
MKent,145703
RPetersen,106900
GRogers,176151
AJackson,163740
JHawkins,81038
APham,168075
JCollier,83328
MAyers,93306
BBlack,80982
RSmith,72302
JHamilton,126280
EMiller,155235
JButler,206918
SJackson,74692
SJohnson,244019
MMartinez,67111
VMcknight,192899
ANeal,138570
WOliver,115586
KPorter,136187
JClark,146454
MHernandez,147038
PTownsend,203989
SMartin,153322
BRobinson,133085
RWilliams,85724
EHall,147997
ERoss,117456
AHayes,74229
KLeach,245623
MBailey,183103
SAnderson,142528
PRyan,76713
BMejia,222171
NOsborne,234891
KRamos,120936
ENavarro,199695
NRose,139779
SMcfarland,71522
RTaylor,122700
SWalker,218028
MGonzalez,102796
RJones,171089
GGarza,81508
LKline,131777
VLong,104805
MSmith,217733
AKeith,190389
BAnderson,249850
MBentley,76747
GHumphrey,87274
AFlores,82564
MAdams,160570
BMendez,68911
KBarnes,110078
TSpencer,171543
BGlenn,183989
MMoore,240631
RThomas,180617
CHampton,200530
SDelgado,65062
MDavis,66953
AButler,94321
BPatterson,112615
RStephenson,156645
DGoodwin,206589
KDuncan,109265
CAnderson,244271
AMoore,220832
KFletcher,178631
JFarley,108217
AMorales,155348
TBryant,199075
LAustin,226015
RKim,155214
JBlankenship,180462
EWagner,90905
JHarrison,199076
MMcdonald,136528
DThompson,215817
SLopez,103857
EEllis,109966
SCain,232201
RMay,237182
KThompson,108667
TGay,242351
VGarza,124787
KCook,135238
AMontgomery,195251
NOneill,235571
MBenson,242462
JMoore,136092
DJohnson,249133
BThompson,69756
DRamirez,194323
SWalker,78356
KRivera,97273
DPierce,96751
MHogan,142337
RCollins,76239
ADelgado,165424
SAndrews,213584
CBrown,157765
JTownsend,207100
MStephens,94802
AWebb,129700
SWilliams,131739
SReyes,167880
RYoung,179777
SStanley,114096
LThompson,228184
AHughes,229782
WMckee,77213
AWells,124251
ESawyer,159581
MReid,246888
DBenson,217331
CCruz,196525
CHart,96472
SRobinson,170923
HHamilton,113668
TJenkins,144077
RDavis,194351
DMoore,155339
AKramer,190468
WWhite,65614
VJones,206873
LRoach,174111
GCain,182318
SMendez,178819
ARivera,139727
DBrown,203545
MPalmer,190306
RSalinas,159922
JVillarreal,130676
MFerguson,82466
LDavis,81476
DSmith,178652
NWilkerson,163732
SSimpson,205698
BKing,139894
MFreeman,205847
WWalker,196410
KCollier,209075
MKing,146825
DParker,240137
CFry,149297
RSanchez,75068
LAllen,156683
MSmith,119314
LSmith,118315
TAustin,235959
ABurke,155740
ARiggs,79966
CBautista,221842
JConley,84894
JPotter,102405
CEllis,111159
JJimenez,68152
TFlores,94283
MSmith,223035
ASnyder,67764
JAustin,97726
MPham,143297
TSchaefer,120308
JMcclain,155861
SWalker,106354
JFigueroa,246890
WEvans,82593
MJones,127438
JHess,83870
JMiller,112984
LWilson,92538
BStanley,145964
GWilson,213508
GJones,82832
MDixon,104197
JMyers,214313
SHolmes,189712
KRodriguez,151072
LBaldwin,115600
EMolina,114625
JBoyd,159535
VMartinez,78619
BNguyen,229965
PMurillo,195093
TCummings,214527
ERobinson,127546
BCampbell,88040
JSheppard,132326
BThornton,232167
RJones,91595
JLewis,108582
PSims,187771
MHarris,133405
CWilliams,101843
NCarrillo,162980
RAlexander,184882
JKing,148663
DRogers,230353
CBrooks,126646
WGomez,218761
RJones,238858
SDiaz,223011
PRobinson,161167
EMyers,221362
KPatterson,92689
WDavis,242247
JBoyer,84572
JBrown,148430
BPhillips,218747
KJohnson,205895
CDavis,213811
SWard,134560
TCohen,130369
JBooker,234051
KPeterson,85198
RQuinn,203382
RHamilton,139084
AMarshall,120777
SBlack,223145
JCuevas,185776
SMckay,249193
NBaldwin,119003
TGarrison,77917
TGutierrez,117298
JJohnson,168451
DBryant,168789
KWatkins,207799
PHorton,226701
RNelson,117589
AJohnson,220426
LJames,175832
MAustin,169255
ACollins,95394
MHumphrey,165555
DHunter,68743
JColeman,224434
JTorres,117804
LKent,129395
CSchwartz,198779
JGonzalez,76085
WWeiss,152977
MGarcia,241161
CClark,168693
DPace,189449
TGarcia,233399
WClay,75120
RClements,80830
KGrant,231181
SSimmons,203143
SFloyd,181086
LAyers,168621
GFreeman,237303
MJones,246827
MMitchell,224464
JBurgess,102240
DGonzalez,216153
PBrown,95860
JJohnson,78275
PTaylor,178012
GMiller,162418
JMiranda,185927
TWilliams,94143
DWright,192814
RWheeler,157810
JZavala,249530
KSkinner,135722
JFlores,242395
JMiller,83581
LWalker,206922
RChan,120002
GTurner,115320
JBaldwin,86964
JGardner,230442
JJoseph,138209
DWilson,163210
CRogers,79325
CHorn,233064
KHolt,93130
JJohnson,204463
AJensen,129836
NLewis,219640
GRoberts,217733
SFord,87830
NThompson,207598
AHernandez,190513
ADuke,98529
PRussell,149794
JBrewer,177950
DOlson,114858
JHernandez,110899
MLevy,86075
JTerry,170358
JJones,207114
EBlack,166425
LDawson,220446
DSmith,75708
ALove,208085
JWilson,120282
NWest,175683
KJohnson,155239
WClark,173411
JHowell,86072
WMiles,123604
CCortez,132414
RCarey,148058
TMurray,110430
NMalone,178426
LGriffin,84963
RBerry,224306
DJohnson,239871
DNguyen,235240
DAndrade,129089
JMartinez,88015
MRojas,104970
BBrown,90493
MIrwin,71859
BFarmer,135667
SBrewer,232397
GLee,113372
JRivera,90910
ABridges,236969
JTate,120299
TWillis,164321
JRodriguez,72197
SPeterson,205004
AHarrington,65641
KOliver,88396
CWilliams,216894
WObrien,67275
JVelazquez,229374
DBishop,68900
CCamacho,97167
BDunn,166747
TPerry,204463
DGill,144787
KTurner,88852
GParsons,104844
MSimpson,234063
TLewis,244860
RDuncan,97648
DBruce,120470
TBarry,99179
REscobar,98174
MGrimes,223158
JPark,127495
OUnderwood,106825
KFrederick,117811
DHughes,183069
DGordon,65224
ECarter,105703
CBlackwell,199559
RFrazier,111928
KWilliams,132325
JSanders,96941
HRay,225095
LTate,160430
BVazquez,118400
PLuna,84129
SRodriguez,232016
AHenry,159091
BGordon,209925
MChen,216436
KAdams,188043
ANelson,243573
MCollins,75159
MWaters,113601
MWalker,227187
SOrtega,82178
JGay,187324
LWilson,194359
SFisher,172756
SPaul,181134
SDavis,175051
CThomas,176956
JCunningham,131685
MLopez,76861
JSmith,202556
WHarris,241324
JTorres,126971
MMiles,143361
EMcconnell,201549
LLong,235069
MOrtiz,223847
ATerry,201477
DThomas,221956
KJones,201517
FGutierrez,140782
SFrancis,188100
AWilliams,210539
DFrye,190630
BDiaz,165036
DHawkins,155073
PFriedman,83928
RCastro,116171
KBell,144596
SFigueroa,88228
AMyers,168874
JSmith,87472
KPeterson,111815
MContreras,242438
NMoore,154661
CRoss,218504
AHall,214179
CFranklin,114067
MBallard,161185
KFischer,183290
NNguyen,178644
JYoung,120565
ANunez,115929
TGonzalez,202951
ARoberts,246091
BWade,246098
RCook,155914
GGallagher,200203
DHall,221339
BAcevedo,76407
RMiller,168046
DPatton,187985
RBrewer,89027
DSchneider,190726
RGuzman,95444
WWoodard,218984
JLynch,65130
ASpencer,228095
AAllen,225191
SRodriguez,223756
CMiller,104176
ELane,95898
ASoto,213748
TPerez,123931
RJohnson,121154
LKnight,184305
EPratt,68643
HFrey,67861
RJones,223055
KBurnett,95630
PKemp,210368
KMorris,186527
CEsparza,118274
JCampos,99180
DKeller,222365
MLawrence,114162
RDavis,209941
AHenry,128352
KRomero,218560
KBrown,67717
CStephens,184858
AMcclain,132800
SLara,155584
AKlein,182190
TStevens,69969
MFerguson,214590
SThompson,243884
CBailey,170387
JMiller,139681
JMorales,83530
DWatkins,242599
WMoore,91840
KWhite,219308
RNguyen,205668
AHernandez,163390
MBell,130658
GBecker,164080
MBurch,206168
RBlake,195862
JRamirez,188134
LRobinson,192798
HRodriguez,214003
DShaffer,225981
AShepherd,150009
DRobertson,185508
JCampbell,218975
JCummings,174253
KLane,82608
DBauer,195425
KMueller,72140
LBlanchard,213213
ARamos,121180
TLewis,226074
PMccann,237607
AArnold,84992
CMartinez,65107
VBender,233686
JParker,95621
MWright,120508
SPowell,160242
TCastro,103813
DCurry,65475
JYoung,93351
AMcintyre,71342
TFernandez,92234
DMiller,65972
TBrooks,186532
MJohnson,126510
RBrown,179426
JGarza,136698
EJones,83096
HMiller,122222
MKelly,84098
CBrown,191189
KRobbins,228007
DClements,154104
MHarris,141364
TSmith,127361
JWalker,154214
BFriedman,78172
WYang,118433
THenry,186641
JMacias,243435
TMiller,190464
ACalderon,165054
RMccullough,92033
LGarza,124233
CLam,72414
CSchmidt,237644
NSandoval,231207
MCarroll,159095
CContreras,132947
AWaller,241514
JSalazar,105735
SBailey,123218
MPrice,153673
JOsborne,220921
OThomas,136011
CHayes,104175
DHaynes,233683
MJohnson,166230
TTanner,168997
BBrewer,236164
SGilbert,93139
CRogers,227796
ZNash,135471
FWalsh,154852
KSimmons,124415
PBennett,240666
LHall,76238
MThompson,195288
BCummings,141760
JBennett,68084
CWebb,219114
KJohnson,168644
DClark,86492
RBrown,92720
DMorris,195533
KMaldonado,179671
GGood,142699
ACarr,160598
ESoto,248328
BThompson,143019
BWeber,246010
AMiller,66287
AMitchell,168805
MGibbs,68909
CCollins,155775
MAnderson,199095
JChavez,229558
ATurner,136506
SWest,124438
JMoyer,202807
MThomas,89391
JSanders,66618
PHarrington,224947
ESmith,65552
GSilva,91219
DMiller,165690
JTaylor,112962
MKelley,149758
RGarner,106917
JMcintosh,192870
ACohen,109301
FPhillips,162249
JGarza,236072
SHarrison,69899
WMunoz,151409
NAguilar,238123
KMooney,80107
TCummings,80608
GWilliamson,226944
HCooper,72294
RPage,119452
MMiddleton,248186
MFreeman,71685
AWashington,219855
LConley,222284
ABrown,244142
CPowell,122399
SWong,179329
JOrtiz,177032
BRodriguez,196228
JSellers,239010
TJackson,194850
CKane,246905
NWilliams,230735
SDavis,130411
JBennett,167415
NMullins,153352
JAndersen,156310
MNovak,214888
GMiller,107269
NWilliams,181964
JMccarty,186297
TFuentes,218432
JCarrillo,126802
SEvans,237404
CBrown,240333
TWilliams,89962
JGray,160279
CPatterson,234972
JWilliams,147309
ABlair,123940
CYork,116055
MDavis,249932
HMorales,227882
BEllison,118024
MThomas,229898
KFritz,137126
JFriedman,238150
DLucas,144413
TRose,125789
AHill,212624
LTaylor,96105
TSpencer,93370
THoover,65822
LKnight,67206
LValencia,221938
LEdwards,68331
LRyan,115928
AMiller,72552
IMcmillan,87213
MBaker,145305
AKing,209821
JJordan,123858
CSims,79765
RNunez,137299
KHunt,191462
CSoto,100821
FDonaldson,157252
CWilson,112006
JCampbell,198936
JHickman,77548
CHartman,212836
SAllen,238860
MParker,176802
LLopez,79606
JMontgomery,82778
DMorgan,95438
JCraig,129616
MHarris,203110
MKim,181249
KMoore,103224
KDecker,137691
SMurray,161193
DMoore,110480
MCarr,153531
BMurphy,147854
CWang,82160
RLong,99576
JWells,183205
KRodriguez,191098
SGarcia,244050
MObrien,126764
ASmith,142722
BOchoa,77284
KTorres,167683
MHarris,135938
DWilliams,232483
GArellano,84515
PNichols,104118
RSims,169613
MMeyers,171784
LSmith,95304
RCox,74491
JStevenson,141294
THarrison,100330
KGarcia,124237
CMorgan,65583
DBrown,163650
MRodriguez,208064
AMaynard,238915
BWilliams,217561
LRobinson,247990
EWhite,242993
PStevens,194286
CHunter,137950
SHoward,65401
LWaters,108759
CDurham,228544
EShields,87829
RFuller,161016
KCooper,78306
EEvans,103862
EHorne,244877
DFrye,176480
KMann,191136
EBoone,213613
CGomez,134105
CRamos,169995
JGray,167634
MNorton,244048
CMullins,147358
VWilliams,237728
CHayes,209374
JBailey,91657
RHill,178582
RHughes,89621
AFoster,89172
WJackson,172065
SBurke,205880
PCruz,200803
ARoach,80762
DBarber,75460
JTucker,193735
LNelson,154095
HSteele,176540
CBeck,154152
COrtiz,224474
WAdams,105386
DGraham,120680
SCarrillo,241744
TMartinez,231211
ABurch,169554
KBurton,78085
AOdom,216574
TVasquez,161646
KGarcia,158577
JWilliams,234275
JMullen,81145
EWright,122571
SCampbell,236128
DSmith,145177
BChang,248358
JPham,146197
DRusso,204368
ABrock,169335
CScott,140548
LSpencer,200368
KHenry,232727
NBurke,84093
JBell,243091
MMartin,148054
MMann,116095
JHouston,226909
CHutchinson,118548
EWillis,227597
IByrd,188497
SBrown,110493
MTaylor,164589
LLawson,155195
JGarcia,167557
JEscobar,159764
HStewart,84976
JJones,243098
PNicholson,214605
MSmith,100362
JMason,200711
JWhite,243397
LGordon,82858
ZGraham,189387
BChapman,110701
ARodriguez,138963
LWalker,106210
MFerguson,78758
WLin,209660
JBrown,90272
FOrtega,125906
KTrevino,96211
NHoffman,177914
ARivera,199892
BArnold,156310
TRosales,148132
MMalone,230117
SMyers,237849
CFriedman,131014
IPorter,192735
JArmstrong,122105
KColeman,237696
THarrison,201374
HSmith,108388
TGates,65573
JWatson,244095
DSanchez,202700
SLamb,94045
EVance,128185
PPalmer,88350
JJuarez,217854
MHenry,113694
JGill,87029
CBlack,229531
DRobertson,69226
CBarton,222199
EClark,186279
TNielsen,207412
JNguyen,223707
CHarris,187394
IHarrison,113764
MJackson,233478
AMyers,72529
MCox,88847
DLong,70612
SMahoney,204113
SAdkins,99376
DAnderson,133949
JMiller,184931
BJackson,187025
TEstrada,107218
MYoung,99871
JBoyd,149526
JNorris,244889
SBurton,157934
ZMyers,228263
HWilliams,93362
BJackson,192279
JPhillips,220064
SGomez,213858
GLopez,69596
TYang,68854
TGarcia,234223
SJenkins,168847
MRamsey,233116
SBenjamin,209599
MPhelps,202119
MNorris,240878
JReed,194102
CSingh,174912
DDominguez,168677
DHarris,245837
EZuniga,99616
CArmstrong,229116
ACruz,123556
KBarr,165812
MStevenson,91584
TGeorge,126416
SPhillips,207735
MMalone,110273
MVasquez,184118
LOwens,204232
JBurton,176983
EMiller,196091
CWatson,175051
DSanchez,211219
KWright,216948
PWood,159296
EHall,126765
BButler,94394
KGreen,136808
PPeterson,222028
MSloan,161322
LThompson,110821
NGonzalez,142707
LGonzalez,127007
NLewis,249481
KLopez,216780
CGraves,200506
DHernandez,83329
CJacobs,138102
EGraham,242743
TFlores,220651
MWarner,237415
KKelley,105479
LMoore,107610
SMckenzie,156150
JMoore,163261
MAnderson,105820
ALester,123347
JTaylor,115730
RFreeman,141969
GHernandez,101816
SRussell,113453
YBender,188710
AReeves,214183
MSanchez,248690
JLevy,79489
JReid,80292
KWells,158248
WBaker,179969
BAnderson,96392
SMartin,172844
TDuncan,174204
CGonzalez,211013
TMurray,217712
JMiller,225060
BJones,245558
MEstrada,135217
CWatson,189020
MDennis,173957
SPennington,241873
MDavis,160585
JElliott,101916
KGriffith,162779
RFisher,159348
SWalker,155426
MAndrews,82246
PJames,199607
MContreras,126237
BAllen,173270
AOwen,192704
CParker,120160
CMcguire,69163
CBrown,114676
JBrewer,97891
SFrancis,118263
JSmith,82528
RCantu,73042
JFox,122640
JMartinez,165114
BPalmer,137157
TMaxwell,217318
RSanders,136679
APacheco,239248
BCrosby,122474
AWard,127157
ABlack,175393
AMcgrath,178258
CShepherd,152465
MCollins,137918
ZSteele,148399
CWatkins,182646
KHaynes,86618
APrice,237791
BDavidson,91147
KGreer,195019
CGreen,160948
ASims,92957
BDavis,179213
KBooth,155726
PJenkins,163557
DOlsen,126784
JMccoy,187538
LOwens,132576
DRichardson,174132
KMurray,148119
KAnthony,187933
VGross,217273
CPennington,114866
MHowe,149689
WLynn,122514
